Fold,SubFold,SentID,Order,Word,,Segmentation,,,,,,,,,,,,,,,
2,B,218,0,EOS,,EOS,,,,5,A,,,,,,,,,,
4,B,219,1,كلهم,,كل+هم,,,,5,A,,,,,,,,,,
4,B,219,2,كيفكيف,,كيف كيف,,,,5,A,,,,,,,,,,
4,B,219,3,و,,و,,,,5,A,,,,,,,,,,
4,B,219,4,نتوما,,نتوما,,,,5,A,,,,,,,,,,
4,B,219,5,كلكم,,كل+كم,,,,5,A,,,,,,,,,,
4,B,219,6,حلاباتت,,حلاب+ات,,,,5,A,,,,,,,,,,
4,B,219,7,كي,,كي,,,,5,A,,,,,,,,,,
4,B,219,8,نتاع,,نتاع,,,,5,A,,,,,,,,,,
4,B,219,9,عباس,,عباس,,,,5,A,,,,,,,,,,
4,B,219,10,كي,,كي,,,,3,A,,,,,,,,,,
4,B,219,11,نتاع,,نتاع,,,,3,A,,,,,,,,,,
4,B,219,12,ايهاب,,ايهاب,,,,3,A,,,,,,,,,,
4,B,219,13,بخصتو,,بخصت+و,,,,3,A,,,,,,,,,,
4,B,219,14,بينا,,بين+ا,,,,3,A,,,,,,,,,,
4,B,219,15,انا,,أنا,,,,3,A,,,,,,,,,,
4,B,219,16,نجمع,,نجمع,,,,3,A,,,,,,,,,,
4,B,219,17,على,,على,,,,3,A,,,,,,,,,,
4,B,219,18,خاطر,,خاطر,,,,3,A,,,,,,,,,,
4,B,219,19,انا,,أنا,,,,3,A,,,,,,,,,,
4,B,219,20,عارفة,,عارف+ة,,,,3,A,,,,,,,,,,
4,B,219,21,باللي,,ب+اللي,,,,3,A,,,,,,,,,,
4,B,219,22,الاغل,,ال+اغل,,,,3,A,,,,,,,,,,
4,B,219,0,EOS,,EOS,,,,3,A,,,,,,,,,,
1,A,220,1,كنت,,كنت,,,,3,A,,,,,,,,,,
1,A,220,2,جاية,,جاي+ة,,,,3,A,,,,,,,,,,
1,A,220,3,نسأل,,نسأل,,,,3,A,,,,,,,,,,
1,A,220,4,السهرة,,ال+سهر+ة,,,,3,A,,,,,,,,,,
1,A,220,5,اليوم,,ال+يوم,,,,3,A,,,,,,,,,,
1,A,220,6,وين,,وين,,,,3,A,,,,,,,,,,
1,A,220,7,خلاص,,خلاص,,,,3,A,,,,,,,,,,
1,A,220,8,راني,,را+ني,,,,3,A,,,,,,,,,,
1,A,220,9,عرفت,,عرف+ت,,,,3,A,,,,,,,,,,
1,A,220,10,برك,,برك,,,,3,A,,,,,,,,,,
1,A,220,11,قولولي,,قول+و+ل+ي,,,,3,A,,,,,,,,,,
1,A,220,12,نروحو,,نروح+و,,,,3,A,,,,,,,,,,
1,A,220,13,بلاطاي,,ب+لاطاي,,,,3,A,,,,,,,,,,
1,A,220,14,وإلا,,و+إلا,,,,3,A,,,,,,,,,,
1,A,220,15,ندو,,ند+و,,,,3,A,,,,,,,,,,
1,A,220,16,حاجة,,حاجة,,,,3,A,,,,,,,,,,
1,A,220,17,في,,في,,,,3,A,,,,,,,,,,
1,A,220,18,يدنا,,يد+نا,,,,3,A,,,,,,,,,,
1,A,220,19,انا,,أنا,,,,3,A,,,,,,,,,,
1,A,220,20,برأيي,,ب+رأي+ي,,,,3,A,,,,,,,,,,
1,A,220,21,هذه,,هذه,,,,3,A,,,,,,,,,,
1,A,220,22,تكفي,,تكفي,,,,3,A,,,,,,,,,,
1,A,220,0,EOS,,EOS,,,,3,A,,,,,,,,,,
3,A,221,1,كنترول,,كنترول,,,,3,A,,,,,,,,,,
3,A,221,2,بليز,,بليز,,,,3,A,,,,,,,,,,
3,A,221,3,حط,,حط,,,,3,A,,,,,,,,,,
3,A,221,4,على,,على,,,,3,A,,,,,,,,,,
3,A,221,5,سهيلة,,سهيلة,,,,3,A,,,,,,,,,,
3,A,221,6,راها,,راها,,,,3,A,,,,,,,,,,
3,A,221,7,جداتي,,جدا+ت+ي,,,,3,A,,,,,,,,,,
3,A,221,8,مهبلتني,,مهبل+ت+ني,,,,3,A,,,,,,,,,,
3,A,221,9,حابة,,حاب+ة,,,,3,A,,,,,,,,,,
3,A,221,10,تشوفها,,تشوف+ها,,,,3,A,,,,,,,,,,
3,A,221,11,الله,,الله,,,,3,A,,,,,,,,,,
3,A,221,12,يخليك,,يخلي+ك,,,,3,A,,,,,,,,,,
3,A,221,13,كنترول,,كنترول,,,,3,A,,,,,,,,,,
3,A,221,14,حط,,حط,,,,3,A,,,,,,,,,,
3,A,221,15,عليها,,علي+ها,,,,3,A,,,,,,,,,,
3,A,221,16,وكي,,و+كي,,,,3,A,,,,,,,,,,
3,A,221,17,ترقد,,ترقد,,,,3,A,,,,,,,,,,
3,A,221,18,جداتي,,جدا+ت+ي,,,,3,A,,,,,,,,,,
3,A,221,19,شيلها,,شيل+ها,,,,3,A,,,,,,,,,,
3,A,221,20,ادا,,ادا,,,,3,A,,,,,,,,,,
3,A,221,21,ت,,ت,,,,3,A,,,,,,,,,,
3,A,221,0,EOS,,EOS,,,,3,A,,,,,,,,,,
2,B,222,1,كنترووح,,ك+نترووح,,,,3,A,,,,,,,,,,
2,B,222,2,حيد,,حيد,,,,3,A,,,,,,,,,,
2,B,222,3,عبينا,,عبي+نا,,,,3,A,,,,,,,,,,
2,B,222,4,هاد,,هاد,,,,3,A,,,,,,,,,,
2,B,222,5,إخاان,,إخاان,,,,3,A,,,,,,,,,,
2,B,222,6,و,,و,,,,3,A,,,,,,,,,,
2,B,222,7,التهتريف,,ال+تهتريف,,,,3,A,,,,,,,,,,
2,B,222,8,ديالوو,,ديال+و,,,,3,A,,,,,,,,,,
2,B,222,9,حط,,حط,,,,3,A,,,,,,,,,,
2,B,222,10,لكام,,لكام,,,,4,A,,,,,,,,,,
2,B,222,11,على,,على,,,,4,A,,,,,,,,,,
2,B,222,12,إيهااب,,إيهاب,,,,4,A,,,,,,,,,,
2,B,222,13,نطمنو,,نطمن+و,,,,4,A,,,,,,,,,,
2,B,222,14,عليييه,,علي+ه,,,,4,A,,,,,,,,,,
2,B,222,15,مش,,مش,,,,4,A,,,,,,,,,,
2,B,222,16,نقصييين,,نقص+ين,,,,4,A,,,,,,,,,,
2,B,222,0,EOS,,EOS,,,,4,A,,,,,,,,,,
1,A,223,1,كنزاويين,,كنزاوي+ين,,,,4,A,,,,,,,,,,
1,A,223,2,ياريت,,ياريت,,,,4,A,,,,,,,,,,
1,A,223,3,و,,و,,,,4,A,,,,,,,,,,
1,A,223,4,انتو,,انتو,,,,4,A,,,,,,,,,,
1,A,223,5,تنشرو,,تنشر+و,,,,4,A,,,,,,,,,,
1,A,223,6,البرومو,,ال+برومو,,,,4,A,,,,,,,,,,
1,A,223,7,اعملوا,,أعمل+وا,,,,4,A,,,,,,,,,,
1,A,223,8,ريتويت,,ريتويت,,,,4,A,,,,,,,,,,
1,A,223,9,لبعضكم,,ل+بعض+كم,,,,4,A,,,,,,,,,,
1,A,223,10,البعض,,ال+بعض,,,,4,A,,,,,,,,,,
1,A,223,11,باش,,باش,,,,4,A,,,,,,,,,,
1,A,223,12,يتنشر,,يتنشر,,,,4,A,,,,,,,,,,
1,A,223,13,افضل,,أفضل,,,,4,A,,,,,,,,,,
1,A,223,14,برومو,,برومو,,,,4,A,,,,,,,,,,
1,A,223,15,شبه,,شبه,,,,4,A,,,,,,,,,,
1,A,223,16,الحنين,,ال+حنين,,,,4,A,,,,,,,,,,
1,A,223,17,شبه,,شبه,,,,4,A,,,,,,,,,,
1,A,223,18,الحنين,,ال+حنين,,,,4,A,,,,,,,,,,
1,A,223,0,EOS,,EOS,,,,4,A,,,,,,,,,,
1,A,224,1,كنزة,,كنزة,,,,4,A,,,,,,,,,,
1,A,224,2,عرفت,,عرف+ت,,,,4,A,,,,,,,,,,
1,A,224,3,بثقافة,,ب+ثقاف+ة,,,,4,A,,,,,,,,,,
1,A,224,4,بلادها,,بلاد+ها,,,,4,A,,,,,,,,,,
1,A,224,5,من,,من,,,,4,A,,,,,,,,,,
1,A,224,6,دخلت,,دخل+ت,,,,4,A,,,,,,,,,,
1,A,224,7,وقالت,,و+قال+ت,,,,4,A,,,,,,,,,,
1,A,224,8,انا,,أنا,,,,4,A,,,,,,,,,,
1,A,224,9,جزائرية,,جزائري+ة,,,,4,A,,,,,,,,,,
1,A,224,10,ما,,ما,,,,2,A,,,,,,,,,,
1,A,224,11,انتظرت,,انتظر+ت,,,,2,A,,,,,,,,,,
1,A,224,12,لآخر,,ل+آخر,,,,2,A,,,,,,,,,,
1,A,224,13,اسبوع,,أسبوع,,,,2,A,,,,,,,,,,
1,A,224,14,باش,,باش,,,,2,A,,,,,,,,,,
1,A,224,15,تعطي,,تعطي,,,,2,A,,,,,,,,,,
1,A,224,16,بلادها,,بلاد+ها,,,,2,A,,,,,,,,,,
1,A,224,17,حقها,,حق+ها,,,,2,A,,,,,,,,,,
1,A,224,18,لانو,,لان+و,,,,2,A,,,,,,,,,,
1,A,224,19,بلادها,,بلاد+ها,,,,2,A,,,,,,,,,,
1,A,224,20,اولى,,أولى,,,,2,A,,,,,,,,,,
1,A,224,21,الأسطورة,,ال+أسطور+ة,,,,2,A,,,,,,,,,,
1,A,224,22,ك,,ك,,,,2,A,,,,,,,,,,
1,A,224,0,EOS,,EOS,,,,2,A,,,,,,,,,,
5,A,225,1,كي,,كي,,,,2,A,,,,,,,,,,
5,A,225,2,قالو,,قال+و,,,,2,A,,,,,,,,,,
5,A,225,3,في,,في,,,,2,A,,,,,,,,,,
5,A,225,4,برايم,,برايم,,,,2,A,,,,,,,,,,
5,A,225,5,ساهو,,ساهو,,,,4,A,,,,,,,,,,
5,A,225,6,خلاص,,خلاص,,,,4,A,,,,,,,,,,
5,A,225,7,مترجعش,,م+ترجع+ش,,,,4,A,,,,,,,,,,
5,A,225,8,انا,,أنا,,,,4,A,,,,,,,,,,
5,A,225,9,فقدت,,فقد+ت,,,,4,A,,,,,,,,,,
5,A,225,10,الامل,,ال+أمل,,,,4,A,,,,,,,,,,
5,A,225,11,مي,,مي,,,,4,A,,,,,,,,,,
5,A,225,12,دوك,,دوك,,,,4,A,,,,,,,,,,
5,A,225,13,كي,,كي,,,,4,A,,,,,,,,,,
5,A,225,14,قالت,,قال+ت,,,,4,A,,,,,,,,,,
5,A,225,15,منعرفش,,م+نعرف+ش,,,,4,A,,,,,,,,,,
5,A,225,16,ادا,,ادا,,,,4,A,,,,,,,,,,
5,A,225,17,نرجع,,نرجع,,,,5,A,,,,,,,,,,
5,A,225,18,او,,أو,,,,5,A,,,,,,,,,,
5,A,225,19,لالا,,لالا,,,,5,A,,,,,,,,,,
5,A,225,20,حسيت,,حسي+ت,,,,5,A,,,,,,,,,,
5,A,225,21,رجعلي,,رجع+ل+ي,,,,5,A,,,,,,,,,,
5,A,225,22,الامل,,ال+أمل,,,,5,A,,,,,,,,,,
5,A,225,23,شكون,,شكون,,,,5,A,,,,,,,,,,
5,A,225,24,كيما,,كيما,,,,5,A,,,,,,,,,,
5,A,225,25,انا,,أنا,,,,5,A,,,,,,,,,,
5,A,225,26,اس,,اس,,,,5,A,,,,,,,,,,
5,A,225,0,EOS,,EOS,,,,5,A,,,,,,,,,,
4,B,226,1,كي,,كي,,,,5,A,,,,,,,,,,
4,B,226,2,كنتي,,كنت+ي,,,,5,A,,,,,,,,,,
4,B,226,3,كي,,كي,,,,5,A,,,,,,,,,,
4,B,226,4,ولتي,,ولت+ي,,,,5,A,,,,,,,,,,
4,B,226,5,مع,,مع,,,,5,A,,,,,,,,,,
4,B,226,6,ابتسام,,ابتسام,,,,5,A,,,,,,,,,,
4,B,226,7,ههه,,ههه,,,,5,A,,,,,,,,,,
4,B,226,8,خالتي,,خال+ت+ي,,,,5,A,,,,,,,,,,
4,B,226,9,دابا,,دابا,,,,5,A,,,,,,,,,,
4,B,226,10,قالت,,قال+ت,,,,5,A,,,,,,,,,,
4,B,226,11,خليني,,خلي+ني,,,,2,A,,,,,,,,,,
4,B,226,12,نشوف,,نشوف,,,,2,A,,,,,,,,,,
4,B,226,13,هاد,,هاد,,,,2,A,,,,,,,,,,
4,B,226,14,ابتسام,,ابتسام,,,,2,A,,,,,,,,,,
4,B,226,15,لي,,لي,,,,2,A,,,,,,,,,,
4,B,226,16,فاضحين,,فاضح+ين,,,,2,A,,,,,,,,,,
4,B,226,17,بها,,ب+ها,,,,2,A,,,,,,,,,,
4,B,226,18,دنيا,,دنيا,,,,2,A,,,,,,,,,,
4,B,226,0,EOS,,EOS,,,,2,A,,,,,,,,,,
5,B,227,1,كيما,,كيما,,,,2,A,,,,,,,,,,
5,B,227,2,كاين,,كاين,,,,2,A,,,,,,,,,,
5,B,227,3,ناس,,ناس,,,,2,A,,,,,,,,,,
5,B,227,4,مكتبغيش,,م+ك+تبغي+ش,,,,2,A,,,,,,,,,,
5,B,227,5,رفاييل,,رفاييل,,,,3,A,,,,,,,,,,
5,B,227,6,من,,من,,,,3,A,,,,,,,,,,
5,B,227,7,فانز,,فانز,,,,3,A,,,,,,,,,,
5,B,227,8,خنان,,خنان,,,,3,A,,,,,,,,,,
5,B,227,9,كاين,,كاين,,,,3,A,,,,,,,,,,
5,B,227,10,بعض,,بعض,,,,3,A,,,,,,,,,,
5,B,227,11,فانز,,فانز,,,,3,A,,,,,,,,,,
5,B,227,12,راف,,راف,,,,3,A,,,,,,,,,,
5,B,227,13,مكيحملو,,م+ك+يحمل+و,,,,3,A,,,,,,,,,,
5,B,227,0,EOS,,EOS,,,,3,A,,,,,,,,,,
4,A,228,1,كيما,,كيما,,,,3,A,,,,,,,,,,
4,A,228,2,هدرت,,هدر+ت,,,,3,A,,,,,,,,,,
4,A,228,3,السي,,ال+سي,,,,3,A,,,,,,,,,,
4,A,228,4,عيسى,,عيسى,,,,3,A,,,,,,,,,,
4,A,228,5,في,,في,,,,3,A,,,,,,,,,,
4,A,228,6,بلاصتو,,بلاص+ت+و,,,,3,A,,,,,,,,,,
4,A,228,7,يحل,,يحل,,,,3,A,,,,,,,,,,
4,A,228,8,في,,في,,,,5,A,,,,,,,,,,
4,A,228,9,فمو,,فم+و,,,,5,A,,,,,,,,,,
4,A,228,10,برك,,برك,,,,5,A,,,,,,,,,,
4,A,228,0,EOS,,EOS,,,,5,A,,,,,,,,,,
3,A,229,1,ل,,ل,,,,5,A,,,,,,,,,,
3,A,229,2,يزيد,,يزيد,,,,5,A,,,,,,,,,,
3,A,229,3,يجي,,يجي,,,,5,A,,,,,,,,,,
3,A,229,4,ليا,,ليا,,,,5,A,,,,,,,,,,
3,A,229,5,واحد,,واحد,,,,5,A,,,,,,,,,,
3,A,229,6,من,,من,,,,5,A,,,,,,,,,,
3,A,229,7,اي,,اي,,,,5,A,,,,,,,,,,
3,A,229,8,جيش,,جيش,,,,5,A,,,,,,,,,,
3,A,229,9,يقولي,,يقول+ي,,,,5,A,,,,,,,,,,
3,A,229,10,علاه,,علاه,,,,5,A,,,,,,,,,,
3,A,229,11,وكيفاش,,و+كيفاش,,,,5,A,,,,,,,,,,
3,A,229,12,بلوك,,بلوك,,,,5,A,,,,,,,,,,
3,A,229,13,ف,,ف,,,,5,A,,,,,,,,,,
3,A,229,14,وجهك,,وجه+ك,,,,5,A,,,,,,,,,,
3,A,229,15,قرفتوني,,قرف+تو+ني,,,,5,A,,,,,,,,,,
3,A,229,16,ف,,ف,,,,5,A,,,,,,,,,,
3,A,229,17,تحكم,,تحكم,,,,5,A,,,,,,,,,,
3,A,229,18,ديالكم,,ديال+كم,,,,2,A,,,,,,,,,,
3,A,229,19,و,,و,,,,2,A,,,,,,,,,,
3,A,229,20,كل,,كل,,,,2,A,,,,,,,,,,
3,A,229,21,واحد,,واحد,,,,2,A,,,,,,,,,,
3,A,229,22,سير,,سير,,,,2,A,,,,,,,,,,
3,A,229,23,و,,و,,,,2,A,,,,,,,,,,
3,A,229,24,سد,,سد,,,,2,A,,,,,,,,,,
3,A,229,25,الباب,,ال+باب,,,,2,A,,,,,,,,,,
3,A,229,26,راني,,را+ني,,,,2,A,,,,,,,,,,
3,A,229,27,نخدم,,نخدم,,,,2,A,,,,,,,,,,
3,A,229,28,لل,,لل,,,,2,A,,,,,,,,,,
3,A,229,0,EOS,,EOS,,,,2,A,,,,,,,,,,
2,A,230,1,لا,,لا,,,,2,A,,,,,,,,,,
2,A,230,2,راكي,,را+كي,,,,2,A,,,,,,,,,,
2,A,230,3,ديري,,دير+ي,,,,2,A,,,,,,,,,,
2,A,230,4,في,,في,,,,2,A,,,,,,,,,,
2,A,230,5,مشاكل,,مشاكل,,,,2,A,,,,,,,,,,
2,A,230,6,ماديريش,,ما+دير+ي+ش,,,,2,A,,,,,,,,,,
2,A,230,7,فولوا,,فولوا,,,,2,A,,,,,,,,,,
2,A,230,8,حتي,,حتي,,,,2,A,,,,,,,,,,
2,A,230,9,واحد,,واحد,,,,2,A,,,,,,,,,,
2,A,230,10,باه,,باه,,,,2,A,,,,,,,,,,
2,A,230,11,مايصراولكش,,ما+يصر+او+ل+ك+ش,,,,2,A,,,,,,,,,,
2,A,230,12,مشاكل,,مشاكل,,,,2,A,,,,,,,,,,
2,A,230,13,ونسيت,,و+نسي+ت,,,,2,A,,,,,,,,,,
2,A,230,14,ام,,ام,,,,2,A,,,,,,,,,,
2,A,230,15,ايهاب,,ايهاب,,,,2,A,,,,,,,,,,
2,A,230,16,ومقدمة,,و+مقدم+ة,,,,2,A,,,,,,,,,,
2,A,230,0,EOS,,EOS,,,,2,A,,,,,,,,,,
5,A,231,1,لا,,لا,,,,2,A,,,,,,,,,,
5,A,231,2,هكي,,هكي,,,,5,A,,,,,,,,,,
5,A,231,3,قصه,,قص+ه,,,,5,A,,,,,,,,,,
5,A,231,4,عدي,,عد+ي,,,,5,A,,,,,,,,,,
5,A,231,5,لدكتور,,ل+دكتور,,,,5,A,,,,,,,,,,
5,A,231,6,وان,,وان,,,,5,A,,,,,,,,,,
5,A,231,7,شاء,,شاء,,,,5,A,,,,,,,,,,
5,A,231,8,الله,,الله,,,,5,A,,,,,,,,,,
5,A,231,9,لاباس,,لا+باس,,,,5,A,,,,,,,,,,
5,A,231,10,عليك,,علي+ك,,,,5,A,,,,,,,,,,
5,A,231,11,ريهام,,ريهام,,,,5,A,,,,,,,,,,
5,A,231,0,EOS,,EOS,,,,5,A,,,,,,,,,,
5,A,232,1,لا,,لا,,,,5,A,,,,,,,,,,
5,A,232,2,يهمك,,يهم+ك,,,,5,A,,,,,,,,,,
5,A,232,3,حورية,,حورية,,,,5,A,,,,,,,,,,
5,A,232,4,اهم,,أهم,,,,5,A,,,,,,,,,,
5,A,232,5,شي,,شي,,,,5,A,,,,,,,,,,
5,A,232,6,هاد,,هاد,,,,5,A,,,,,,,,,,
5,A,232,7,لعب,,لعب,,,,5,A,,,,,,,,,,
5,A,232,8,الاطفال,,ال+اطفال,,,,5,A,,,,,,,,,,
5,A,232,9,ما,,ما,,,,5,A,,,,,,,,,,
5,A,232,10,يأثر,,يأثر,,,,4,A,,,,,,,,,,
5,A,232,11,على,,على,,,,4,A,,,,,,,,,,
5,A,232,12,ايهاب,,ايهاب,,,,4,A,,,,,,,,,,
5,A,232,13,ولو,,و+لو,,,,4,A,,,,,,,,,,
5,A,232,14,اذكياء,,اذكياء,,,,4,A,,,,,,,,,,
5,A,232,15,المفروض,,ال+مفروض,,,,4,A,,,,,,,,,,
5,A,232,16,يفرحو,,يفرح+و,,,,4,A,,,,,,,,,,
5,A,232,17,ان,,ان,,,,4,A,,,,,,,,,,
5,A,232,18,ايهاب,,ايهاب,,,,4,A,,,,,,,,,,
5,A,232,19,له,,ل+ه,,,,4,A,,,,,,,,,,
5,A,232,20,جمهور,,جمهور,,,,4,A,,,,,,,,,,
5,A,232,21,كبير,,كبير,,,,4,A,,,,,,,,,,
5,A,232,22,م,,م,,,,4,A,,,,,,,,,,
5,A,232,0,EOS,,EOS,,,,4,A,,,,,,,,,,
2,A,233,1,لاباس,,لا+باس,,,,4,A,,,,,,,,,,
2,A,233,2,بالوحده,,ب+ال+وحده,,,,4,A,,,,,,,,,,
2,A,233,3,اذا,,اذا,,,,4,A,,,,,,,,,,
2,A,233,4,كان,,كان,,,,4,A,,,,,,,,,,
2,A,233,5,الجميع,,ال+جميع,,,,4,A,,,,,,,,,,
2,A,233,6,يؤلم,,يؤلم,,,,4,A,,,,,,,,,,
2,A,233,7,قلبك,,قلب+ك,,,,4,A,,,,,,,,,,
2,A,233,8,بنين,,بنين,,,,4,A,,,,,,,,,,
2,A,233,0,EOS,,EOS,,,,4,A,,,,,,,,,,
1,B,234,1,لايكات,,لايك+ات,,,,4,A,,,,,,,,,,
1,B,234,2,قلال,,قلال,,,,4,A,,,,,,,,,,
1,B,234,3,عند,,عند,,,,4,A,,,,,,,,,,
1,B,234,4,سهيله,,سهيله,,,,3,A,,,,,,,,,,
1,B,234,5,ولمعندهاش,,و+ل+م+عند+هاش,,,,3,A,,,,,,,,,,
1,B,234,6,انستغرام,,انستغرام,,,,3,A,,,,,,,,,,
1,B,234,7,تفتح,,تفتح,,,,3,A,,,,,,,,,,
1,B,234,8,وديرلها,,و+دير+ل+ها,,,,3,A,,,,,,,,,,
1,B,234,9,فولو,,فولو,,,,3,A,,,,,,,,,,
1,B,234,10,ولايك,,و+لايك,,,,3,A,,,,,,,,,,
1,B,234,11,واش,,واش,,,,3,A,,,,,,,,,,
1,B,234,12,بي,,بي,,,,3,A,,,,,,,,,,
1,B,234,13,جدكم,,جد+كم,,,,3,A,,,,,,,,,,
1,B,234,14,راقدين,,راقد+ين,,,,3,A,,,,,,,,,,
1,B,234,15,السهلاوي,,ال+سهلاوي,,,,3,A,,,,,,,,,,
1,B,234,16,لسهيله,,ل+سهيله,,,,3,A,,,,,,,,,,
1,B,234,0,EOS,,EOS,,,,3,A,,,,,,,,,,
2,B,235,1,لقطة,,لقط+ة,,,,3,A,,,,,,,,,,
2,B,235,2,الماتش,,ال+ماتش,,,,3,A,,,,,,,,,,
2,B,235,3,كون,,كون,,,,3,A,,,,,,,,,,
2,B,235,4,تسجلات,,تسجل+ات,,,,3,A,,,,,,,,,,
2,B,235,5,المقصية,,ال+مقصي+ة,,,,3,A,,,,,,,,,,
2,B,235,6,ديال,,ديال,,,,3,A,,,,,,,,,,
2,B,235,7,مابيدي,,ما+ب+يد+ي,,,,3,A,,,,,,,,,,
2,B,235,0,EOS,,EOS,,,,2,A,,,,,,,,,,
3,A,236,1,للأسف,,ل+ال+أسف,,,,2,A,,,,,,,,,,
3,A,236,2,انتوما,,انتوما,,,,2,A,,,,,,,,,,
3,A,236,3,بتصريحاتكم,,ب+تصريح+ات+كم,,,,2,A,,,,,,,,,,
3,A,236,4,الغير,,ال+غير,,,,2,A,,,,,,,,,,
3,A,236,5,مسؤولة,,مسؤول+ة,,,,2,A,,,,,,,,,,
3,A,236,6,راكم,,را+كم,,,,2,A,,,,,,,,,,
3,A,236,7,تخسرو,,تخسر+و,,,,2,A,,,,,,,,,,
3,A,236,8,سهيلة,,سهيلة,,,,2,A,,,,,,,,,,
3,A,236,9,فانزها,,فانز+ها,,,,2,A,,,,,,,,,,
3,A,236,10,ياريت,,ياريت,,,,2,A,,,,,,,,,,
3,A,236,11,ماتتكلموش,,ما+تتكلم+وش,,,,2,A,,,,,,,,,,
3,A,236,12,بأسمها,,ب+أسم+ها,,,,5,A,,,,,,,,,,
3,A,236,13,وحنا,,و+حنا,,,,5,A,,,,,,,,,,
3,A,236,14,نسمو,,نسم+و,,,,5,A,,,,,,,,,,
3,A,236,15,روحنا,,روح+نا,,,,5,A,,,,,,,,,,
3,A,236,16,واش,,واش,,,,5,A,,,,,,,,,,
3,A,236,17,نحبو,,نحب+و,,,,5,A,,,,,,,,,,
3,A,236,0,EOS,,EOS,,,,5,A,,,,,,,,,,
2,A,237,1,لي,,لي,,,,5,A,,,,,,,,,,
2,A,237,2,بعض,,بعض,,,,5,A,,,,,,,,,,
2,A,237,3,ناس,,ناس,,,,5,A,,,,,,,,,,
2,A,237,4,واش,,واش,,,,5,A,,,,,,,,,,
2,A,237,5,هبلتو,,هبلت+و,,,,5,A,,,,,,,,,,
2,A,237,6,سهيلة,,سهيلة,,,,5,A,,,,,,,,,,
2,A,237,7,لي,,لي,,,,5,A,,,,,,,,,,
2,A,237,8,لازم,,لازم,,,,5,A,,,,,,,,,,
2,A,237,9,تحملو,,تحملو,,,,5,A,,,,,,,,,,
2,A,237,10,صورها,,صور+ها,,,,5,A,,,,,,,,,,
2,A,237,11,مش,,مش,,,,5,A,,,,,,,,,,
2,A,237,12,واش,,واش,,,,5,A,,,,,,,,,,
2,A,237,13,ما,,ما,,,,5,A,,,,,,,,,,
2,A,237,14,تحشموش,,تحشم+و+ش,,,,5,A,,,,,,,,,,
2,A,237,15,من,,من,,,,5,A,,,,,,,,,,
2,A,237,16,عايلتها,,عايل+تها,,,,5,A,,,,,,,,,,
2,A,237,17,ورجال,,و+رجال,,,,5,A,,,,,,,,,,
2,A,237,18,لراح,,ل+راح,,,,5,A,,,,,,,,,,
2,A,237,19,يكونو,,يكون+و,,,,5,A,,,,,,,,,,
2,A,237,20,تماك,,تماك,,,,5,A,,,,,,,,,,
2,A,237,21,ذل,,ذل,,,,2,A,,,,,,,,,,
2,A,237,22,لي,,لي,,,,2,A,,,,,,,,,,
2,A,237,23,راكم,,را+كم,,,,2,A,,,,,,,,,,
2,A,237,24,فيه,,في+ه,,,,2,A,,,,,,,,,,
2,A,237,0,EOS,,EOS,,,,2,A,,,,,,,,,,
4,A,238,1,لي,,لي,,,,2,A,,,,,,,,,,
4,A,238,2,دايرة,,داير+ة,,,,2,A,,,,,,,,,,
4,A,238,3,هاد,,هاد,,,,2,A,,,,,,,,,,
4,A,238,4,تصويرة,,تصوير+ة,,,,2,A,,,,,,,,,,
4,A,238,5,يرحم,,يرحم,,,,2,A,,,,,,,,,,
4,A,238,6,باباك,,بابا+ك,,,,2,A,,,,,,,,,,
4,A,238,7,بدلوها,,بدل+و+ها,,,,2,A,,,,,,,,,,
4,A,238,8,وحدة,,وحد+ة,,,,2,A,,,,,,,,,,
4,A,238,9,درتلي,,درت+ل+ي,,,,2,A,,,,,,,,,,
4,A,238,10,فولو,,فولو,,,,2,A,,,,,,,,,,
4,A,238,11,سحابلي,,سحاب+ل+ي,,,,2,A,,,,,,,,,,
4,A,238,12,سهيلة,,سهيلة,,,,2,A,,,,,,,,,,
4,A,238,13,كنت,,كنت,,,,2,A,,,,,,,,,,
4,A,238,14,غادي,,غادي,,,,2,A,,,,,,,,,,
4,A,238,15,نموت,,نموت,,,,2,A,,,,,,,,,,
4,A,238,16,خخخخخخخ,,خخخخخخخ,,,,2,A,,,,,,,,,,
4,A,238,0,EOS,,EOS,,,,3,A,,,,,,,,,,
2,A,239,1,لي,,لي,,,,3,A,,,,,,,,,,
2,A,239,2,قال,,قال,,,,3,A,,,,,,,,,,
2,A,239,3,اهاب,,اهاب,,,,3,A,,,,,,,,,,
2,A,239,4,قال,,قال,,,,3,A,,,,,,,,,,
2,A,239,5,انا,,أنا,,,,3,A,,,,,,,,,,
2,A,239,6,مو,,مو,,,,3,A,,,,,,,,,,
2,A,239,7,جزائري,,جزائري,,,,3,A,,,,,,,,,,
2,A,239,8,روحو,,روح+و,,,,3,A,,,,,,,,,,
2,A,239,9,اسمعو,,اسمع+و,,,,3,A,,,,,,,,,,
2,A,239,10,كيفاش,,كيفاش,,,,3,A,,,,,,,,,,
2,A,239,11,راه,,را+ه,,,,3,A,,,,,,,,,,
2,A,239,12,يدرب,,يدرب,,,,3,A,,,,,,,,,,
2,A,239,13,ع,,ع,,,,3,A,,,,,,,,,,
2,A,239,14,الاغنية,,ال+اغني+ة,,,,3,A,,,,,,,,,,
2,A,239,15,قال,,قال,,,,3,A,,,,,,,,,,
